Customer ID,Subscription Type,Device Type,Device Make/Model,Address,City,State,Zipcode,Days Before Perks,Days After Perks,Total Data Usage (GB),Usage Days,Peak Hours,Received Regular Perks,Perks Description,Content Type,Content Title,Content URL,PlusPlayStatus,StreamingHours,DataUsageGB,Offer_DiscountedUpgrade,Offer_BundleSavings,Offer_FamilyPlanPerk,Offer_DataBoost,Offer_ExclusiveContent,Offer_LimitedTime,Offer_LoyaltyRewards,Offer_GiftingOpportunity,Offer_StudentDiscount,Offer_WeekendStreamingPass
105687,Standard with Ads,Setup Box,Verizon VMS1100,2295 Main St,Phoenix,NY,65955,6,7,52.36,"['Tuesday', 'Thursday', 'Wednesday', 'Friday', 'Monday', 'Saturday', 'Sunday']","[22, 10, 20, 7]",False,,Series,Stranger Things,https://www.netflix.com/title/stranger-things,1,53,437.27,Eligible for 20% Discount on Premium Upgrade,Eligible for $10 Bundle Savings,Not Eligible,Eligible for Data Boost for HD Streaming,Eligible for Exclusive Netflix Content Access,Eligible for First Month Free on Premium,Eligible for 50% Off for 6 Months,Eligible to Gift 3-Month Netflix Subscription,Eligible for 30% Student Discount,Eligible for Unlimited Weekend Streaming
424830,Premium,Setup Box,Verizon VMS4100,9995 Main St,New York,CA,86298,10,29,75.35,"['Friday', 'Wednesday', 'Monday', 'Tuesday', 'Thursday', 'Sunday', 'Saturday']","[0, 3]",False,,Series,Bridgerton,https://www.netflix.com/title/bridgerton,1,14,100.71,Not Eligible,Eligible for $10 Bundle Savings,Not Eligible,Not Eligible,Eligible for Exclusive Netflix Content Access,Not Eligible,Not Eligible,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Not Eligible
694155,Premium,Setup Box,Verizon VMS4100,5013 Main St,Los Angeles,CA,13516,16,24,17.32,"['Saturday', 'Tuesday', 'Thursday']","[10, 18]",True,Bundled Streaming Services,Movie,Marriage Story,https://www.netflix.com/title/marriage-story,0,78,216.14,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
588121,Standard with Ads,Wi-Fi Router,Verizon Quantum Gateway,2271 Main St,New York,NY,95200,18,12,24.94,"['Saturday', 'Monday', 'Friday', 'Thursday', 'Wednesday', 'Sunday', 'Tuesday']",[20],True,Unlimited Data Streaming,Series,The Witcher,https://www.netflix.com/title/the-witcher,0,91,277.21,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
576764,Standard,Mobile,Samsung Galaxy S23,1095 Main St,Chicago,NY,37799,24,15,10.71,['Tuesday'],"[11, 14]",False,,Series,The Umbrella Academy,https://www.netflix.com/title/the-umbrella-academy,1,90,435.08,Eligible for 20% Discount on Premium Upgrade,Eligible for $10 Bundle Savings,Eligible for Free Netflix Standard on Family Plan,Eligible for Data Boost for HD Streaming,Eligible for Exclusive Netflix Content Access,Not Eligible,Eligible for 50% Off for 6 Months,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Eligible for Unlimited Weekend Streaming
688862,Standard,Setup Box,Verizon VMS4100,5198 Main St,Los Angeles,CA,36065,4,14,26.5,"['Tuesday', 'Monday', 'Sunday']","[2, 15, 7]",True,Bundled Streaming Services,Live Event,Concert Live Stream: BTS,https://www.netflix.com/title/concert-live-stream%3A-bts,1,46,131.31,Eligible for 20% Discount on Premium Upgrade,Eligible for $10 Bundle Savings,Eligible for Free Netflix Standard on Family Plan,Not Eligible,Eligible for Exclusive Netflix Content Access,Not Eligible,Not Eligible,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Eligible for Unlimited Weekend Streaming
410049,Premium,Mobile,Samsung Galaxy S23,9127 Main St,Los Angeles,TX,20216,30,16,37.23,"['Saturday', 'Tuesday', 'Wednesday', 'Friday', 'Sunday']","[22, 21, 3]",False,,Series,Ozark,https://www.netflix.com/title/ozark,0,42,264.28,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
374403,Standard,Setup Box,Verizon VMS4100,3731 Main St,Los Angeles,IL,21094,5,6,59.89,"['Thursday', 'Monday', 'Wednesday', 'Tuesday', 'Friday']","[12, 8, 10]",True,Discounted Subscription,Movie,The Old Guard,https://www.netflix.com/title/the-old-guard,0,50,169.0,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
789930,Standard,Wi-Fi Router,Verizon 5G Home Router,4224 Main St,Chicago,CA,16632,14,16,22.23,"['Saturday', 'Monday', 'Wednesday', 'Sunday', 'Friday']","[7, 3]",False,,Movie,Army of the Dead,https://www.netflix.com/title/army-of-the-dead,1,4,169.8,Eligible for 20% Discount on Premium Upgrade,Eligible for $10 Bundle Savings,Eligible for Free Netflix Standard on Family Plan,Not Eligible,Eligible for Exclusive Netflix Content Access,Not Eligible,Not Eligible,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Not Eligible
805953,Standard with Ads,Mobile,iPhone 14,5686 Main St,Houston,NY,23906,8,23,36.54,"['Sunday', 'Friday', 'Saturday', 'Tuesday', 'Wednesday', 'Monday']","[22, 5, 10, 13]",True,Discounted Subscription,Live Event,New Year's Eve Countdown,https://www.netflix.com/title/new-year%27s-eve-countdown,1,85,188.27,Eligible for 20% Discount on Premium Upgrade,Eligible for $10 Bundle Savings,Not Eligible,Eligible for Data Boost for HD Streaming,Eligible for Exclusive Netflix Content Access,Eligible for First Month Free on Premium,Not Eligible,Eligible to Gift 3-Month Netflix Subscription,Eligible for 30% Student Discount,Eligible for Unlimited Weekend Streaming
696314,Standard with Ads,Setup Box,Verizon VMS4100,7517 Main St,Chicago,IL,58027,23,16,91.1,"['Wednesday', 'Sunday', 'Tuesday']",[11],True,Priority Customer Support,Movie,Army of the Dead,https://www.netflix.com/title/army-of-the-dead,0,97,474.19,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
558490,Premium,Wi-Fi Router,Verizon Quantum Gateway,8577 Main St,Houston,TX,92822,8,20,80.39,"['Thursday', 'Sunday', 'Saturday']","[15, 6, 14, 10]",True,Priority Customer Support,Movie,Marriage Story,https://www.netflix.com/title/marriage-story,0,87,405.01,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
726247,Standard,Mobile,Google Pixel 7,3377 Main St,Houston,CA,43178,22,23,93.76,['Monday'],[1],False,,Movie,Extraction,https://www.netflix.com/title/extraction,0,79,134.15,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
291024,Standard,Wi-Fi Router,Verizon Quantum Gateway,6805 Main St,Chicago,CA,41125,30,25,47.45,['Wednesday'],"[10, 19, 17, 18]",True,Unlimited Data Streaming,Movie,Army of the Dead,https://www.netflix.com/title/army-of-the-dead,0,23,145.1,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
225520,Standard with Ads,Mobile,Samsung Galaxy S23,4779 Main St,Los Angeles,NY,74727,13,18,87.14,"['Wednesday', 'Saturday', 'Monday', 'Friday']","[3, 5]",True,Discounted Subscription,Live Event,The Oscars,https://www.netflix.com/title/the-oscars,1,33,313.01,Eligible for 20% Discount on Premium Upgrade,Eligible for $10 Bundle Savings,Not Eligible,Not Eligible,Eligible for Exclusive Netflix Content Access,Eligible for First Month Free on Premium,Eligible for 50% Off for 6 Months,Eligible to Gift 3-Month Netflix Subscription,Eligible for 30% Student Discount,Eligible for Unlimited Weekend Streaming
149369,Premium,Wi-Fi Router,Verizon 5G Home Router,1201 Main St,Chicago,IL,49153,7,26,48.26,"['Sunday', 'Monday']","[15, 12, 14, 23]",True,Discounted Subscription,Movie,Army of the Dead,https://www.netflix.com/title/army-of-the-dead,0,25,366.06,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
673124,Standard with Ads,Mobile,iPhone 14,5001 Main St,New York,TX,83358,16,29,76.12,"['Saturday', 'Wednesday', 'Tuesday', 'Sunday', 'Monday', 'Thursday']","[13, 8, 0, 3]",False,,Movie,Extraction,https://www.netflix.com/title/extraction,1,66,315.75,Eligible for 20% Discount on Premium Upgrade,Eligible for $10 Bundle Savings,Not Eligible,Eligible for Data Boost for HD Streaming,Eligible for Exclusive Netflix Content Access,Eligible for First Month Free on Premium,Eligible for 50% Off for 6 Months,Eligible to Gift 3-Month Netflix Subscription,Eligible for 30% Student Discount,Eligible for Unlimited Weekend Streaming
625814,Premium,Setup Box,Verizon VMS1100,8670 Main St,Los Angeles,AZ,57264,22,28,30.81,"['Wednesday', 'Tuesday', 'Sunday', 'Friday', 'Monday', 'Saturday', 'Thursday']",[12],False,,Series,Stranger Things,https://www.netflix.com/title/stranger-things,0,39,166.33,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
624674,Standard with Ads,Wi-Fi Router,Verizon Quantum Gateway,5137 Main St,Chicago,IL,23358,25,30,75.4,"['Tuesday', 'Sunday', 'Thursday']",[22],True,Bundled Streaming Services,Movie,The Old Guard,https://www.netflix.com/title/the-old-guard,0,23,370.64,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
216607,Standard with Ads,Wi-Fi Router,Verizon Quantum Gateway,6452 Main St,Los Angeles,IL,46944,2,18,43.13,"['Sunday', 'Saturday', 'Friday']",[7],False,,Live Event,World Cup Final,https://www.netflix.com/title/world-cup-final,0,80,365.16,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
271946,Standard,Setup Box,Verizon VMS4100,2460 Main St,New York,NY,53768,28,10,67.22,"['Sunday', 'Thursday', 'Tuesday', 'Monday', 'Friday', 'Saturday']",[22],True,Bundled Streaming Services,Movie,Red Notice,https://www.netflix.com/title/red-notice,1,25,358.36,Eligible for 20% Discount on Premium Upgrade,Eligible for $10 Bundle Savings,Eligible for Free Netflix Standard on Family Plan,Not Eligible,Eligible for Exclusive Netflix Content Access,Not Eligible,Eligible for 50% Off for 6 Months,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Eligible for Unlimited Weekend Streaming
960886,Standard,Setup Box,Verizon VMS1100,8077 Main St,New York,CA,86565,16,19,20.54,"['Saturday', 'Thursday', 'Wednesday']","[19, 5]",False,,Live Event,Grammy Awards,https://www.netflix.com/title/grammy-awards,0,29,380.27,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
552270,Standard with Ads,Mobile,Samsung Galaxy S23,5243 Main St,Phoenix,AZ,46049,26,8,10.11,"['Tuesday', 'Thursday', 'Sunday']",[22],True,Bundled Streaming Services,Live Event,Concert Live Stream: BTS,https://www.netflix.com/title/concert-live-stream%3A-bts,0,45,490.75,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
849911,Standard,Mobile,Samsung Galaxy S23,6341 Main St,New York,CA,26110,20,19,68.92,"['Wednesday', 'Monday', 'Thursday']","[3, 0, 2]",True,Unlimited Data Streaming,Live Event,New Year's Eve Countdown,https://www.netflix.com/title/new-year%27s-eve-countdown,1,80,391.86,Eligible for 20% Discount on Premium Upgrade,Eligible for $10 Bundle Savings,Eligible for Free Netflix Standard on Family Plan,Eligible for Data Boost for HD Streaming,Eligible for Exclusive Netflix Content Access,Not Eligible,Eligible for 50% Off for 6 Months,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Eligible for Unlimited Weekend Streaming
219318,Standard with Ads,Wi-Fi Router,Verizon Quantum Gateway,9231 Main St,Chicago,NY,34059,22,3,11.82,"['Monday', 'Saturday', 'Sunday', 'Friday']","[16, 7]",False,,Movie,Marriage Story,https://www.netflix.com/title/marriage-story,0,54,120.0,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
638559,Premium,Mobile,iPhone 14,8205 Main St,Chicago,TX,64859,12,14,70.3,"['Sunday', 'Monday', 'Friday', 'Thursday', 'Tuesday', 'Wednesday']","[13, 3]",True,Discounted Subscription,Series,The Witcher,https://www.netflix.com/title/the-witcher,1,58,391.54,Not Eligible,Eligible for $10 Bundle Savings,Not Eligible,Eligible for Data Boost for HD Streaming,Eligible for Exclusive Netflix Content Access,Not Eligible,Eligible for 50% Off for 6 Months,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Eligible for Unlimited Weekend Streaming
980047,Standard,Setup Box,Verizon VMS1100,3967 Main St,Los Angeles,IL,48405,3,11,37.88,['Monday'],[5],False,,Movie,Don't Look Up,https://www.netflix.com/title/don%27t-look-up,1,60,340.11,Eligible for 20% Discount on Premium Upgrade,Eligible for $10 Bundle Savings,Eligible for Free Netflix Standard on Family Plan,Eligible for Data Boost for HD Streaming,Eligible for Exclusive Netflix Content Access,Not Eligible,Eligible for 50% Off for 6 Months,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Eligible for Unlimited Weekend Streaming
144546,Premium,Wi-Fi Router,Verizon 5G Home Router,7583 Main St,Phoenix,CA,82384,24,1,34.9,['Monday'],"[9, 21]",False,,Live Event,Concert Live Stream: Taylor Swift,https://www.netflix.com/title/concert-live-stream%3A-taylor-swift,1,36,389.91,Not Eligible,Eligible for $10 Bundle Savings,Not Eligible,Not Eligible,Eligible for Exclusive Netflix Content Access,Not Eligible,Eligible for 50% Off for 6 Months,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Eligible for Unlimited Weekend Streaming
924086,Premium,Wi-Fi Router,Verizon Quantum Gateway,9752 Main St,New York,IL,32411,1,5,66.79,"['Saturday', 'Tuesday', 'Sunday']",[7],True,Discounted Subscription,Movie,Marriage Story,https://www.netflix.com/title/marriage-story,1,23,304.49,Not Eligible,Eligible for $10 Bundle Savings,Not Eligible,Not Eligible,Eligible for Exclusive Netflix Content Access,Not Eligible,Eligible for 50% Off for 6 Months,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Eligible for Unlimited Weekend Streaming
600064,Premium,Wi-Fi Router,Verizon 5G Home Router,7909 Main St,Houston,CA,70418,26,28,67.97,"['Saturday', 'Thursday', 'Monday', 'Wednesday', 'Friday', 'Tuesday']","[22, 19, 6, 16]",True,Unlimited Data Streaming,Series,The Witcher,https://www.netflix.com/title/the-witcher,1,29,155.59,Not Eligible,Eligible for $10 Bundle Savings,Not Eligible,Not Eligible,Eligible for Exclusive Netflix Content Access,Not Eligible,Not Eligible,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Eligible for Unlimited Weekend Streaming
906432,Standard,Setup Box,Verizon VMS1100,9087 Main St,New York,IL,62166,12,7,17.51,"['Wednesday', 'Friday', 'Tuesday', 'Sunday', 'Saturday', 'Thursday']","[14, 12, 13, 16]",False,,Series,Stranger Things,https://www.netflix.com/title/stranger-things,0,8,277.12,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
664650,Standard with Ads,Mobile,iPhone 14,7074 Main St,New York,NY,57224,14,16,23.39,"['Thursday', 'Friday', 'Saturday', 'Sunday', 'Monday']","[19, 2, 17]",True,Priority Customer Support,Series,Ozark,https://www.netflix.com/title/ozark,1,13,140.7,Eligible for 20% Discount on Premium Upgrade,Eligible for $10 Bundle Savings,Not Eligible,Not Eligible,Eligible for Exclusive Netflix Content Access,Eligible for First Month Free on Premium,Not Eligible,Eligible to Gift 3-Month Netflix Subscription,Eligible for 30% Student Discount,Not Eligible
550829,Standard,Mobile,Google Pixel 7,4714 Main St,Houston,CA,97312,7,8,76.89,"['Tuesday', 'Wednesday', 'Friday', 'Sunday', 'Monday', 'Saturday', 'Thursday']","[23, 11]",True,Discounted Subscription,Series,Breaking Bad,https://www.netflix.com/title/breaking-bad,1,30,455.37,Eligible for 20% Discount on Premium Upgrade,Eligible for $10 Bundle Savings,Eligible for Free Netflix Standard on Family Plan,Not Eligible,Eligible for Exclusive Netflix Content Access,Not Eligible,Eligible for 50% Off for 6 Months,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Eligible for Unlimited Weekend Streaming
261907,Standard,Mobile,iPhone 14,8683 Main St,Houston,IL,53241,12,30,57.75,['Wednesday'],[0],True,Free HD Streaming Upgrade,Movie,Enola Holmes,https://www.netflix.com/title/enola-holmes,0,89,431.95,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
149141,Standard,Setup Box,Verizon VMS4100,1712 Main St,Houston,IL,29094,8,23,18.95,"['Wednesday', 'Sunday', 'Tuesday', 'Friday']","[3, 13]",True,Free HD Streaming Upgrade,Series,The Umbrella Academy,https://www.netflix.com/title/the-umbrella-academy,1,83,362.33,Eligible for 20% Discount on Premium Upgrade,Eligible for $10 Bundle Savings,Eligible for Free Netflix Standard on Family Plan,Eligible for Data Boost for HD Streaming,Eligible for Exclusive Netflix Content Access,Not Eligible,Eligible for 50% Off for 6 Months,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Eligible for Unlimited Weekend Streaming
633577,Standard,Wi-Fi Router,Verizon Quantum Gateway,1790 Main St,New York,IL,53657,11,25,96.31,"['Thursday', 'Wednesday', 'Saturday', 'Sunday', 'Friday', 'Monday', 'Tuesday']","[18, 9, 17]",False,,Series,Black Mirror,https://www.netflix.com/title/black-mirror,1,86,116.16,Eligible for 20% Discount on Premium Upgrade,Eligible for $10 Bundle Savings,Eligible for Free Netflix Standard on Family Plan,Eligible for Data Boost for HD Streaming,Eligible for Exclusive Netflix Content Access,Not Eligible,Not Eligible,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Eligible for Unlimited Weekend Streaming
576475,Premium,Setup Box,Verizon VMS4100,7389 Main St,Chicago,NY,89121,24,17,28.61,"['Wednesday', 'Sunday', 'Thursday', 'Monday', 'Friday', 'Saturday']","[19, 1, 9, 16]",False,,Series,Ozark,https://www.netflix.com/title/ozark,1,91,186.3,Not Eligible,Eligible for $10 Bundle Savings,Not Eligible,Eligible for Data Boost for HD Streaming,Eligible for Exclusive Netflix Content Access,Not Eligible,Not Eligible,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Eligible for Unlimited Weekend Streaming
677870,Premium,Wi-Fi Router,Verizon Quantum Gateway,7545 Main St,Chicago,TX,81955,19,8,40.32,"['Tuesday', 'Wednesday', 'Monday', 'Sunday', 'Friday', 'Saturday']","[2, 21, 9, 14]",True,Unlimited Data Streaming,Series,Breaking Bad,https://www.netflix.com/title/breaking-bad,0,5,126.0,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
440388,Standard with Ads,Wi-Fi Router,Verizon Quantum Gateway,8732 Main St,Chicago,IL,64565,11,2,76.79,['Tuesday'],"[12, 17]",False,,Live Event,World Cup Final,https://www.netflix.com/title/world-cup-final,1,86,261.02,Eligible for 20% Discount on Premium Upgrade,Eligible for $10 Bundle Savings,Not Eligible,Eligible for Data Boost for HD Streaming,Eligible for Exclusive Netflix Content Access,Eligible for First Month Free on Premium,Not Eligible,Eligible to Gift 3-Month Netflix Subscription,Eligible for 30% Student Discount,Eligible for Unlimited Weekend Streaming
252289,Standard with Ads,Setup Box,Verizon VMS1100,3476 Main St,Phoenix,TX,19325,6,17,22.26,"['Sunday', 'Saturday', 'Friday', 'Wednesday', 'Thursday', 'Monday']","[5, 12, 19, 10]",False,,Series,Narcos,https://www.netflix.com/title/narcos,1,93,331.67,Eligible for 20% Discount on Premium Upgrade,Eligible for $10 Bundle Savings,Not Eligible,Eligible for Data Boost for HD Streaming,Eligible for Exclusive Netflix Content Access,Eligible for First Month Free on Premium,Eligible for 50% Off for 6 Months,Eligible to Gift 3-Month Netflix Subscription,Eligible for 30% Student Discount,Eligible for Unlimited Weekend Streaming
214412,Standard,Setup Box,Verizon VMS1100,5837 Main St,New York,IL,58506,2,19,39.36,['Tuesday'],[2],True,Unlimited Data Streaming,Live Event,The Oscars,https://www.netflix.com/title/the-oscars,1,81,440.99,Eligible for 20% Discount on Premium Upgrade,Eligible for $10 Bundle Savings,Eligible for Free Netflix Standard on Family Plan,Eligible for Data Boost for HD Streaming,Eligible for Exclusive Netflix Content Access,Not Eligible,Eligible for 50% Off for 6 Months,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Eligible for Unlimited Weekend Streaming
507522,Standard with Ads,Setup Box,Verizon VMS1100,4502 Main St,Chicago,CA,41571,6,1,44.14,"['Thursday', 'Wednesday', 'Monday', 'Saturday', 'Friday', 'Tuesday']","[10, 1]",True,Unlimited Data Streaming,Movie,Army of the Dead,https://www.netflix.com/title/army-of-the-dead,0,85,332.07,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
509319,Standard with Ads,Mobile,Samsung Galaxy S23,9836 Main St,Chicago,TX,62416,2,9,25.07,"['Thursday', 'Saturday', 'Wednesday', 'Monday', 'Tuesday']","[23, 14]",True,Unlimited Data Streaming,Movie,6 Underground,https://www.netflix.com/title/6-underground,1,58,268.2,Eligible for 20% Discount on Premium Upgrade,Eligible for $10 Bundle Savings,Not Eligible,Eligible for Data Boost for HD Streaming,Eligible for Exclusive Netflix Content Access,Eligible for First Month Free on Premium,Not Eligible,Eligible to Gift 3-Month Netflix Subscription,Eligible for 30% Student Discount,Eligible for Unlimited Weekend Streaming
222228,Standard,Mobile,iPhone 14,5845 Main St,Los Angeles,NY,26454,2,13,55.34,"['Tuesday', 'Saturday']","[13, 3]",True,Bundled Streaming Services,Live Event,Concert Live Stream: BTS,https://www.netflix.com/title/concert-live-stream%3A-bts,1,5,122.72,Eligible for 20% Discount on Premium Upgrade,Eligible for $10 Bundle Savings,Eligible for Free Netflix Standard on Family Plan,Not Eligible,Eligible for Exclusive Netflix Content Access,Not Eligible,Not Eligible,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Not Eligible
674676,Standard,Setup Box,Verizon VMS4100,3329 Main St,Los Angeles,AZ,92970,29,8,70.69,['Tuesday'],"[12, 20, 0]",False,,Movie,Extraction,https://www.netflix.com/title/extraction,1,78,224.8,Eligible for 20% Discount on Premium Upgrade,Eligible for $10 Bundle Savings,Eligible for Free Netflix Standard on Family Plan,Eligible for Data Boost for HD Streaming,Eligible for Exclusive Netflix Content Access,Not Eligible,Not Eligible,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Eligible for Unlimited Weekend Streaming
755494,Premium,Mobile,iPhone 14,6538 Main St,Phoenix,AZ,66883,1,23,78.43,"['Sunday', 'Wednesday', 'Friday', 'Saturday']","[5, 21, 9]",False,,Live Event,Super Bowl Halftime Show,https://www.netflix.com/title/super-bowl-halftime-show,1,55,134.83,Not Eligible,Eligible for $10 Bundle Savings,Not Eligible,Eligible for Data Boost for HD Streaming,Eligible for Exclusive Netflix Content Access,Not Eligible,Not Eligible,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Eligible for Unlimited Weekend Streaming
760513,Standard with Ads,Wi-Fi Router,Verizon Quantum Gateway,2162 Main St,Phoenix,TX,15238,5,25,34.12,['Friday'],[13],False,,Live Event,New Year's Eve Countdown,https://www.netflix.com/title/new-year%27s-eve-countdown,0,59,378.33,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
382500,Standard with Ads,Wi-Fi Router,Verizon Quantum Gateway,5121 Main St,Houston,CA,70056,22,1,13.34,"['Wednesday', 'Tuesday']","[14, 19, 11, 9]",False,,Movie,Bird Box,https://www.netflix.com/title/bird-box,1,41,318.63,Eligible for 20% Discount on Premium Upgrade,Eligible for $10 Bundle Savings,Not Eligible,Not Eligible,Eligible for Exclusive Netflix Content Access,Eligible for First Month Free on Premium,Eligible for 50% Off for 6 Months,Eligible to Gift 3-Month Netflix Subscription,Eligible for 30% Student Discount,Eligible for Unlimited Weekend Streaming
582133,Standard,Setup Box,Verizon VMS1100,8393 Main St,Chicago,AZ,79439,17,17,15.14,"['Tuesday', 'Sunday', 'Saturday', 'Monday', 'Thursday']",[8],True,Priority Customer Support,Series,Bridgerton,https://www.netflix.com/title/bridgerton,1,72,491.84,Eligible for 20% Discount on Premium Upgrade,Eligible for $10 Bundle Savings,Eligible for Free Netflix Standard on Family Plan,Eligible for Data Boost for HD Streaming,Eligible for Exclusive Netflix Content Access,Not Eligible,Eligible for 50% Off for 6 Months,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Eligible for Unlimited Weekend Streaming
767810,Standard with Ads,Wi-Fi Router,Verizon 5G Home Router,2844 Main St,New York,NY,67526,11,19,32.46,"['Friday', 'Tuesday', 'Monday', 'Wednesday']","[2, 22, 1, 14]",False,,Movie,The Irishman,https://www.netflix.com/title/the-irishman,0,84,247.84,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
315518,Standard,Wi-Fi Router,Verizon Quantum Gateway,2790 Main St,Phoenix,TX,93612,24,8,32.2,"['Sunday', 'Saturday']","[18, 2, 15]",True,Bundled Streaming Services,Series,The Witcher,https://www.netflix.com/title/the-witcher,1,13,297.0,Eligible for 20% Discount on Premium Upgrade,Eligible for $10 Bundle Savings,Eligible for Free Netflix Standard on Family Plan,Not Eligible,Eligible for Exclusive Netflix Content Access,Not Eligible,Not Eligible,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Not Eligible
521323,Standard,Wi-Fi Router,Verizon Quantum Gateway,4447 Main St,Los Angeles,AZ,10226,15,29,72.39,['Tuesday'],"[7, 13, 11]",False,,Movie,Extraction,https://www.netflix.com/title/extraction,1,24,240.36,Eligible for 20% Discount on Premium Upgrade,Eligible for $10 Bundle Savings,Eligible for Free Netflix Standard on Family Plan,Not Eligible,Eligible for Exclusive Netflix Content Access,Not Eligible,Not Eligible,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Eligible for Unlimited Weekend Streaming
903952,Premium,Mobile,Samsung Galaxy S23,8496 Main St,Phoenix,TX,18275,28,17,47.76,"['Sunday', 'Wednesday', 'Monday', 'Thursday', 'Friday']","[8, 7, 17, 5]",True,Priority Customer Support,Series,Narcos,https://www.netflix.com/title/narcos,1,75,225.5,Not Eligible,Eligible for $10 Bundle Savings,Not Eligible,Eligible for Data Boost for HD Streaming,Eligible for Exclusive Netflix Content Access,Not Eligible,Not Eligible,Eligible to Gift 3-Month Netflix Subscription,Not Eligible,Eligible for Unlimited Weekend Streaming
760957,Standard with Ads,Setup Box,Verizon VMS1100,6530 Main St,New York,TX,53208,9,12,46.24,"['Wednesday', 'Thursday', 'Saturday', 'Friday', 'Tuesday']","[3, 12, 9, 18]",True,Priority Customer Support,Series,The Umbrella Academy,https://www.netflix.com/title/the-umbrella-academy,0,36,203.32,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible,Not Eligible
